page	item	no	class	entry	tone	length	syllabary	translation-1	translation-2	translation-3	translation-4
1	1	1-1	affix	a-	0	.	0	third person animate	0	0	0
1	2	2-1	affix	a-	0	-	0	third person subject	0	0	0
1	3	3-1	affix	-a	0	-	0	present tense	0	0	0
1	4	4-1	noun	achuja	2.4	.--	ᎠᏧᏣ	boy	0	0	0
1	4	4-2	noun	anichuja	2.2.4	.---	ᎠᏂᏧᏣ	0	0	0	0
1	5	5-1	noun	achvya	2.2	.--	ᎠᏨᏯ	male (animal)	0	0	0
1	5	5-2	noun	anichvya	2.2.2	.---	ᎠᏂᏨᏯ	0	0	0	0
1	6	6-1	noun	ada	2	.-	ᎠᏓ	wood	0	0	0
1	7	7-1	noun	a?da	4	.-	ᎠᏓ	young animal (animal born in a litter or hatched)	0	0	0
1	7	7-2	noun	anida	2.4	.--	ᎠᏂᏓ	0	0	0	0
1	8	8-1	verb	adadega	1.2.3	-.--	ᎠᏓᏕᎦ	it's bouncing	0	0	0
1	8	8-2	verb	gadadega	2.2.3	..--	ᎦᏓᏕᎦ	0	0	0	0
1	8	8-3	verb	udadinvsv?i	1.2.23.32.23	-.----	ᎤᏓᏗᏅᏒᎢ	0	0	0	0
1	8	8-4	verb	adadego?i	1.2.3.3	-.---	ᎠᏓᏕᎪᎢ	0	0	0	0
1	8	8-5	verb	hadaduga	2.2.1	..--	ᎭᏓᏚᎦ	0	0	0	0
1	8	8-6	verb	udadinvdi	2.2.23.32	-.---	ᎤᏓᏗᏅᏗ	0	0	0	0
1	9	9-1	verb	adadega	1.2.3	-.--	ᎠᏓᏕᎦ	he's limping	0	0	0
1	9	9-2	verb	gadadega	2.2.3	..--	ᎦᏓᏕᎦ	0	0	0	0
1	9	9-3	verb	udadesv?i	1.2.3.23	-.---	ᎤᏓᏕᏒᎢ	0	0	0	0
1	9	9-4	verb	adadego?i	1.2.3.3	-.---	ᎠᏓᏕᎪᎢ	0	0	0	0
1	9	9-5	verb	hadaduga	2.2.1	..--	ᎭᏓᏚᎦ	0	0	0	0
1	9	9-6	verb	udadinvdi	2.2.23.32	-.---	ᎤᏓᏗᏅᏗ	0	0	0	0
1	10	10-1	verb	adadinvdiha	1.2.23.32.2	-.--.-	ᎠᏓᏗᏅᏗᎭ	he's bouncing it	0	0	0
1	10	10-2	verb	gadadinvdiha	2.2.23.32.2	..--.-	ᎦᏓᏗᏅᏗᎭ	0	0	0	0
1	10	10-3	verb	udadinvtanv?i	1.2.23.32.2.23	-.--.--	ᎤᏓᏗᏅᏔᏅᎢ	0	0	0	0
1	10	10-4	verb	adadinvdisgo?i	1.2.23.32.2.3	-.-----	ᎠᏓᏗᏅᏗᏍᎪᎢ	0	0	0	0
1	10	10-5	verb	hadadinvda	2.2.2.1	..---	ᎭᏓᏗᏅᏓ	0	0	0	0
1	10	10-6	verb	udadinvdohdi	2.2.23.32.2	-.----	ᎤᏓᏗᏅᏙᏗ	0	0	0	0
2	1	11-1	verb	adadlohiha	1.3.2.3	---.-	ᎠᏓᏠᎯᎭ	he's putting on a belt	0	0	0
2	1	11-2	verb	gadadlohiha	2.3.2.3	.--.-	ᎦᏓᏠᎯᎭ	0	0	0	0
2	1	11-3	verb	udadlohlv?i	1.3.2.23	-----	ᎤᏓᏠᏢᎢ	0	0	0	0
2	1	11-4	verb	adadlohiho?i	1.3.2.2.3	---.--	ᎠᏓᏠᎯᎰᎢ	0	0	0	0
2	1	11-5	verb	hadadloga	2.1.23	.---	ᎭᏓᏠᎦ	0	0	0	0
2	1	11-6	verb	udadlosdi	2.1.23	----	ᎤᏓᏠᏍᏗ	0	0	0	0
2	2	12-1	noun	adadlosdi	2.1.23	.---	ᎠᏓᏠᏍᏗ	belt	0	0	0
2	2	12-2	noun	didadlosdi	2.1.23	----	ᏗᏓᏠᏍᏗ	0	0	0	0
2	3	13-1	noun	adadolisdi	2.2.23.32	.----	ᎠᏓᏙᎵᏍᏗ	prayer	0	0	0
2	4	14-1	verb	adadolisdiha	1.2.23.32.2	----.-	ᎠᏓᏙᎵᏍᏗᎭ	he's praying	0	0	0
2	4	14-2	verb	gadadolisdiha	2.2.23.32.2	.---.-	ᎦᏓᏙᎵᏍᏗᎭ	0	0	0	0
2	4	14-3	verb	udadolistanv?i	1.2.23.32.2.23	----.--	ᎤᏓᏙᎵᏍᏔᏅᎢ	0	0	0	0
2	4	14-4	verb	adadolisdisgo?i	1.2.23.32.2.3	-------	ᎠᏓᏙᎵᏍᏓᏍᎪᎢ	0	0	0	0
2	4	14-5	verb	hadadolisda	2.2.2.1	.----	ᎭᏓᏙᎵᏍᏓ	0	0	0	0
2	4	14-6	verb	udadolisdohdi	2.2.23.32.2	------	ᎤᏓᏙᎵᏍᏙᏗ	0	0	0	0
2	5	15-1	adjective	adage?i	3.2.4	..--	ᎠᏓᎨᎢ	tender	very young, new	0	0
2	5	15-2	adjective	anidage?i	2.3.2.4	.-.--	ᎠᏂᏓᎨᎢ	0	0	0	0
2	6	16-1	noun	adageyhdi	2.2.2	.---	ᎠᏓᎨᏳᏗ	love	0	0	0
2	7	17-1	noun	adahihi	2.23.2	.-.-	ᎠᏓᎯᎯ	thing that kills	0	0	0
2	7	17-2	noun	anadahihi	2.2.23.2	..-.-	ᎠᎾᏓᎯᎯ	0	0	0	0
2	8	18-1	noun	adahlinesahldi	2.2.2.3.2	.-.---	ᎠᏓᏟᏁᏌᎵᏗ	purse	0	0	0
2	8	18-2	noun	didahlinesahldi	2.2.2.3.2	--.---	ᏗᏓᏟᏁᏌᎵᏗ	0	0	0	0
2	9	19-1	noun	adahnehdi	2.23.2	.---	ᎠᏓᏁᏗ	gift	0	0	0
2	9	19-2	noun	didahnehdi	2.23.2	----	ᏗᏓᏁᏗ	0	0	0	0
3	1	20-1	verb	adahnoyeha	1.2.3.2	-.-.-	ᎠᏓᏃᏰᎭ	he's fanning himself	0	0	0
3	1	20-2	verb	gadanoyeha	2.1.3.2	.--.-	ᎦᏓᏃᏰᎭ	0	0	0	0
3	1	20-3	verb	udahnoyehv?i	1.2.3.2.23	-.----	ᎤᏓᏃᏰᎲᎢ	0	0	0	0
3	1	20-4	verb	adahnoyesgo?i	1.2.3.2.3	-.----	ᎠᏓᏃᏰᏍᎪᎢ	0	0	0	0
3	1	20-5	verb	hadahnoyvla	2.2.2.23	..---	ᎭᏓᏃᏰᎳ	0	0	0	0
3	1	20-6	verb	udahnoyehdi	2.2.2.3	-.---	ᎤᏓᏃᏰᏗ	0	0	0	0
3	2	21-1	noun	adahnoyo	2.2.2	..--	ᎠᏓᏃᏲ	fan	0	0	0
3	2	21-2	noun	didahnoyo	2.2.2	-.--	ᏗᏓᏃᏲ	0	0	0	0
3	3	22-1	verb	adahwahtvhidoha	1.2.2.2.23.32	-------	ᎠᏓᏩᏛᎯᏙᎭ	he's visiting	0	0	0
3	3	22-2	verb	gadawahtvhidoha	2.1.2.2.23.32	.------	ᎦᏓᏩᏛᎯᏙᎭ	0	0	0	0
3	3	22-3	verb	udahwahtvhidolv?i	1.2.2.2.23.32.23	--------	ᎤᏓᏩᏛᎯᏙᎸᎢ	0	0	0	0
3	3	22-4	verb	adahwahtvhidoho?i	1.2.2.2.23.32.3	--------	ᎠᏓᏩᏛᎯᏙᎰᎢ	0	0	0	0
3	3	22-5	verb	hadahwahtvhida	2.2.2.2.23	.-----	ᎭᏓᏩᏛᎯᏓ	0	0	0	0
3	3	22-6	verb	udahwahtvhidasdi	2.2.2.2.23.32	-------	ᎤᏓᏩᏛᎯᏓᏍᏗ	0	0	0	0
3	4	23-1	verb	adahyasdiha	1.2.32.2	---.-	ᎠᏓᏯᏍᏗᎭ	he's stretching	0	0	0
3	4	23-2	verb	gadayasdiha	2.1.32.2	.--.-	ᎦᏓᏯᏍᏗᎭ	0	0	0	0
3	4	23-3	verb	udahyastanv?i	1.2.32.2.23	---.--	ᎤᏓᏯᏍᏔᏅᎢ	0	0	0	0
3	4	23-4	verb	adahyasdisgo?i	1.2.32.2.3	------	ᎠᏓᏯᏍᏗᏍᎪᎢ	0	0	0	0
3	4	23-5	verb	hadahyasda	2.2.1	.---	ᎭᏓᏯᏍᏓ	0	0	0	0
3	4	23-6	verb	udahyasdohdi	2.2.1.3	-----	ᎤᏓᏯᏍᏙᏗ	0	0	0	0
3	5	24-1	noun	adahyesgi	2.2.4	.---	ᎠᏓᏰᏍᎩ	cancer	0	0	0
3	6	25-1	verb	adahyiha	1.2.3	-..-	ᎠᏓᏱᎭ	he's denying him, it	0	0	0
3	6	25-2	verb	jiyada?yiha	2.2.2.3	-...-	ᏥᏯᏓᏱᎭ	0	0	0	0
3	6	25-3	verb	gada?yiha	2.2.3	...-	ᎦᏓᏱᎭ	0	0	0	0
3	6	25-4	verb	udahyilv?i	1.2.2.23	-..--	ᎤᏓᏱᎸᎢ	0	0	0	0
3	6	25-5	verb	adahyiho?i	1.2.2.3	-..--	ᎠᏓᏱᎰᎢ	0	0	0	0
3	6	25-6	verb	hiyadayiga	2.2.2.1	-..--	ᎯᏯᏓᏱᎦ	0	0	0	0
3	6	25-7	verb	hadayhga	2.2	.--	ᎭᏓᏱᎦ	0	0	0	0
3	6	25-8	verb	udayhsdi	2.2	---	ᎤᏓᏱᏍᏗ	0	0	0	0
3	7	26-1	verb	adahyoneha	1.2.3.2	---.-	ᎠᏓᏲᏁᎭ	he's committing adultery	0	0	0
3	7	26-2	verb	gadayoneha	2.1.3.2	.--.-	ᎦᏓᏲᏁᎭ	0	0	0	0
3	7	26-3	verb	udahyonelv?i	1.2.3.2.23	------	ᎤᏓᏲᏁᎸᎢ	0	0	0	0
3	7	26-4	verb	adahyoneho?i	1.2.3.2.3	---.--	ᎠᏓᏲᏁᎰᎢ	0	0	0	0
3	7	26-5	verb	hadahyonvla	2.2.2.23	.----	ᎭᏓᏲᏅᎳ	0	0	0	0
3	7	26-6	verb	udahyonehdi	2.2.2.3	-----	ᎤᏓᏲᏁᏗ	0	0	0	0
4	1	27-1	noun	adahyonehdi	2.2.2.3	.----	ᎠᏓᏲᏁᏗ	adultery	0	0	0
4	2	28-1	noun	adahyonehi	2.2.2.4	.----	ᎠᏓᏲᏁᎯ	adulterer	0	0	0
4	2	28-2	noun	dinadahyonehi	2.2.2.2.4	-.----	ᏗᎾᏓᏲᏁᎯ	0	0	0	0
4	3	29-1	verb	adajagaliha	1.2.2.2.3	--...-	ᎠᏓᏣᎦᎵᎭ	it's ripping	0	0	0
4	3	29-2	verb	gadajagali?a	2.2.2.2.3	.-..--	ᎦᏓᏣᎦᎵᎭ	0	0	0	0
4	3	29-3	verb	udajagalvhv?i	1.2.2.2.2.23	--..---	ᎤᏓᏣᎦᎸᎲᎢ	0	0	0	0
4	3	29-4	verb	adajagalisgo?i	1.2.2.2.23.3	--..-.-	ᎠᏓᏣᎦᎵᏍᎪᎢ	0	0	0	0
4	3	29-5	verb	hadajagala	2.2.2.2	.-..-	ᎭᏓᏣᎦᎳ	0	0	0	0
4	3	29-6	verb	udajagahldi	2.2.2.2	--.--	ᎤᏓᏣᎦᎵᏗ	0	0	0	0
4	4	30-1	noun	adajvysgi	2.2.4	.---	ᎠᏓᏨᎢᏍᎩ	something that stings	0	0	0
4	4	30-2	noun	anadajvysgi	2.2.2.4	..---	ᎠᎾᏓᏨᎢᏍᎩ	0	0	0	0
4	5	31-1	verb	adakeha	1.2.3	--.-	ᎠᏓᎨᎭ	he's looking at himself in a mirror	0	0	0
4	5	31-2	verb	gadakeha	2.1.3	.-.-	ᎦᏓᎨᎭ	0	0	0	0
4	5	31-3	verb	udakehv?i	1.2.23.3	-----	ᎤᏓᎨᎲᎢ	0	0	0	0
4	5	31-4	verb	adakesgo?i	1.2.23.3	---.-	ᎠᏓᎨᏍᎪᎢ	0	0	0	0
4	5	31-5	verb	hadakvla	2.2.23	.---	ᎭᏓᎬᎳ	0	0	0	0
4	5	31-6	verb	udakehdi	2.2.3	----	ᎤᏓᎨᏗ	0	0	0	0
4	6	32-1	noun	adakehdi	2.2.3	.---	ᎠᏓᎨᏗ	mirror	0	0	0
4	6	32-2	noun	didakehdi	2.2.3	----	ᏗᏓᎨᏗ	0	0	0	0
4	7	33-1	verb	adaleniha	1.2.2.3	-.-.-	ᎠᏓᎴᏂᎭ	it's beginning	0	0	0
4	7	33-2	verb	udalenvhv?i	1.2.2.2.23	-.----	ᎤᏓᎴᏅᎲᎢ	0	0	0	0
4	7	33-3	verb	adalenisgo?i	1.2.2.23.3	-.--.-	ᎠᏓᎴᏂᏍᎪᎢ	0	0	0	0
4	7	33-4	verb	udalenhdi	2.2.2	-.--	ᎤᏓᎴᏅᏗ	0	0	0	0
4	8	34-1	verb	adananesvhvsga	1.2.2.3.2.3	--.--.-	ᎠᏓᎾᏁᏒᎲᏍᎦ	he's shopping	0	0	0
4	8	34-2	verb	gadananesvhvsga	2.2.2.3.2.3	.-.--.-	ᎦᏓᎾᏁᏒᎲᏍᎦ	0	0	0	0
4	8	34-3	verb	udananesvhnv?i	1.2.2.3.2.23	--.----	ᎤᏓᎾᏁᏒᏅᎢ	0	0	0	0
4	8	34-4	verb	adananesvhvsgo?i	1.2.2.3.2.2.3	--.--.--	ᎠᏓᎾᏁᏒᎲᏍᎪᎢ	0	0	0	0
4	8	34-5	verb	hadananesvhvga	2.2.2.1.2.1	.-.----	ᎭᏓᎾᏁᏒᎲᎦ	0	0	0	0
4	8	34-6	verb	udananesvhvsdi	2.2.2.1.23.3	--.--.-	ᎤᏓᎾᏁᏒᎲᏍᏗ	0	0	0	0
5	1	35-1	noun	adana?nv?i	1.2.3.4	--.--	ᎠᏓᎾᏅᎢ	store	0	0	0
5	1	35-2	noun	dadana?nv?i	1.2.3.4	--.--	ᏓᏓᎾᏅᎢ	0	0	0	0
5	2	36-1	verb	adanawsdiha	1.2.32.3	-.-.-	ᎠᎾᏓᎾᏩᏍᏗᎭ	he's taking off running	0	0	0
5	2	36-2	verb	gadanawsdiha	2.2.32.3	..-.-	ᎦᏓᎾᏩᏍᏗᎭ	0	0	0	0
5	2	36-3	verb	udanawstanv?i	1.2.32.2.23	-.-.--	ᎤᏓᎾᏩᏍᏔᏅᎢ	0	0	0	0
5	2	36-4	verb	adanawsdisgo?i	1.2.32.23.3	-.--.-	ᎠᏓᎾᏩᏍᏗᏍᎪᎢ	0	0	0	0
5	2	36-5	verb	hadanawsda	2.2.1	..--	ᎭᏓᎾᏩᏍᏓ	0	0	0	0
5	2	36-6	verb	udanawsdohdi	2.2.1.3	-.---	ᎤᏓᎾᏩᏍᏙᏗ	0	0	0	0
5	3	37-1	verb	adanedliyv?a	1.2.23.3.2	-.--.-	ᎠᏓᏁᏟᏴᎠ	he, it's changing	0	0	0
5	3	37-2	verb	gadanedliyv?a	2.2.23.3.2	..--.-	ᎦᏓᏁᏟᏴᎠ	0	0	0	0
5	3	37-3	verb	udanedliyvsv?i	1.2.23.3.1.23	-.-----	ᎤᏓᏁᏟᏴᏒᎢ	0	0	0	0
5	3	37-4	verb	adanedliyvsgo?i	1.2.23.3.1.3	-.-----	ᎠᏓᏁᏟᏴᏍᎪᎢ	0	0	0	0
5	3	37-5	verb	hadanedliyvna	2.2.2.2.23	..----	ᎭᏓᏁᏟᏴᎾ	0	0	0	0
5	3	37-6	verb	udanedliyvsdi	2.2.23.3.1	-.----	ᎤᏓᏁᏟᏴᏍᏗ	0	0	0	0
5	4	38-1	verb	adanedliyvsdiha	1.2.23.3.1.2	-.---.-	ᎠᏓᏁᏟᏴᏍᏗᎭ	he's taking turns with him	0	0	0
5	4	38-2	verb	gadanedliyvsdiha	2.2.23.3.1.2	..---.-	ᎦᏓᏁᏟᏴᏍᏗᎭ	0	0	0	0
5	4	38-3	verb	udanedliyvstanv?i	1.2.23.3.1.2.23	-.---.--	ᎤᏓᏁᏟᏴᏍᏔᏅᎢ	0	0	0	0
5	4	38-4	verb	adanedliyvsdisgo?i	1.2.23.3.1.2.3	-.------	ᎠᏓᏁᏟᏴᏍᏗᏍᎪᎢ	0	0	0	0
5	4	38-5	verb	hadanedliyvsda	2.2.2.2.1	..----	ᎭᏓᏁᏟᏴᏍᏓ	0	0	0	0
5	4	38-6	verb	udanedliyvsdohdi	2.2.23.3.1.2	-.-----	ᎤᏓᏁᏟᏴᏍᏙᏗ	0	0	0	0
5	5	39-1	noun	adanedliyvsdisgi	2.2.23.3.1.4	..-----	ᎠᏓᏁᏟᏴᏍᏗᏍᎩ	alternate	substitute	0	0
5	5	39-2	noun	anadanedliyvsdisgi	2.2.2.23.3.1.4	...----	ᎠᎾᏓᏁᏟᏴᏍᏗᏍᎩ	0	0	0	0
5	6	40-1	noun	adanehlv?i	1.2.3.4	-----	ᎠᏓᏁᏢᎢ	provisions, supplies	0	0	0
5	6	40-2	noun	dadanehlv?i	1.3.2.4	-----	ᏓᏓᏁᏢᎢ	0	0	0	0
5	7	41-1	noun	adanelv?i	1.2.23.4	-----	ᎠᏓᏁᎸᎢ	building	0	0	0
5	7	41-2	noun	dadanelv?i	1.2.23.4	-----	ᏓᏓᏁᎸᎢ	0	0	0	0
5	8	42-1	noun	adanhdo	2.2	.--	ᎠᏓᏅᏙ	heart	0	0	0
5	8	42-2	noun	didanhdo	2.2	---	ᏗᏓᏅᏙ	0	0	0	0
5	9	43-1	verb	adanhteha	1.2.3	--.-	ᎠᏓᏅᏖᎭ	he's thinking	0	0	0
5	9	43-2	verb	gadanvteha	2.2.1.3	.--.-	ᎦᏓᏅᏖᎭ	0	0	0	0
5	9	43-3	verb	udanhtehlv?i	1.2.23.3	-----	ᎤᏓᏅᏖᏢᎢ	0	0	0	0
5	9	43-4	verb	adanhtesgo?i	1.2.23.3	---.-	ᎠᏓᏅᏖᏍᎪᎢ	0	0	0	0
5	9	43-5	verb	hadanhtvla	2.2.23	.---	ᎭᏓᏅᏛᎳ	0	0	0	0
5	9	43-6	verb	udanhtehdi	2.2.2	----	ᎤᏓᏅᏖᏗ	0	0	0	0
6	1	44-1	noun	adanhtehdi	2.23.2	.---	ᎠᏓᏅᏖᏗ	thought	0	0	0
6	2	45-1	verb	adanhtehilo?a	1.2.23.3.2	----.-	ᎠᏓᏅᏖᎯᎶᎠ	he's pondering	he's considering	0	0
6	2	45-2	verb	gadanvtehilo?a	2.2.1.23.3.2	.----.-	ᎦᏓᏅᏖᎯᎶᎠ	0	0	0	0
6	2	45-3	verb	udanhtehilo?v?i	1.2.23.3.2.23	----.--	ᎤᏓᏅᏖᎯᎶᎥᎢ	0	0	0	0
6	2	45-4	verb	adanhtehilosgo?i	1.2.23.3.1.3	-------	ᎠᏓᏅᏖᎯᎶᏍᎪᎢ	0	0	0	0
6	2	45-5	verb	hadanhtehiloja	2.2.2.2.23	.-----	ᎭᏓᏅᏖᎯᎶᏣ	0	0	0	0
6	2	45-6	verb	udanhtehilosdi	2.2.23.3.1	------	ᎤᏓᏅᏖᎯᎶᏍᏗ	0	0	0	0
6	3	46-1	verb	adanohyvhlisdiha	1.2.2.2.2.3	-.--..-	ᎠᏓᏃᏴᏟᏍᏗᎭ	he, it's making noise	0	0	0
6	3	46-2	verb	gadanoyvlisdiha	2.2.2.1.2.3	..--..-	ᎦᏓᏃᏴᎵᏍᏗᎭ	0	0	0	0
6	3	46-3	verb	udanohyvhlistanv?i	1.2.2.2.2.2.3	-.--..--	ᎤᏓᏃᏴᏟᏍᏔᏅᎢ	0	0	0	0
6	3	46-4	verb	adanohyvhlisdisgo?i	1.2.2.2.2.23.3	-.--.-.-	ᎠᏓᏃᏴᏟᏍᏗᏍᎪᎢ	0	0	0	0
6	3	46-5	verb	hadanohyvhlisda	2.2.2.2.2	..--.-	ᎭᏓᏃᏴᏟᏍᏓ	0	0	0	0
6	3	46-6	verb	udanohyvhlisdohdi	2.2.2.2.2.3	-.--.--	ᎤᏓᏃᏴᏟᏍᏙᏗ	0	0	0	0
6	4	47-1	verb	adansini	1.2.23	----	ᎠᏓᏅᏏᏂ	he's crawling	0	0	0
6	4	47-2	verb	gadanasini	2.2.1.23	..---	ᎦᏓᎾᏏᏂ	0	0	0	0
6	4	47-3	verb	udansinvsv?i	1.2.23.32.23	------	ᎤᏓᎾᏏᏅᏒᎢ	0	0	0	0
6	4	47-4	verb	adansinego?i	1.2.23.32.3	------	ᎠᏓᎾᏏᏁᎪᎢ	0	0	0	0
6	4	47-5	verb	hadansinuga	2.2.2.1	.----	ᎭᏓᎾᏏᏄᎦ	0	0	0	0
6	4	47-6	verb	udansinvsdi	2.2.23.32	-----	ᎤᏓᎾᏏᏅᏍᏗ	0	0	0	0
6	5	48-1	verb	adanuteyoha	1.2.3.2.3	-.--.-	ᎠᏓᏄᏖᏲᎭ	it's twisting	0	0	0
6	5	48-2	verb	gadanuteyoha	2.2.3.2.3	..--.-	ᎦᏓᏄᏖᏲᎭ	0	0	0	0
6	5	48-3	verb	udanuteyolv?i	1.2.3.2.32.23	-.-----	ᎤᏓᏄᏖᏲᎸᎢ	0	0	0	0
6	5	48-4	verb	adanuteyoho?i	1.2.3.2.3.3	-.--.--	ᎠᏓᏄᏖᏲᎰᎢ	0	0	0	0
6	5	48-5	verb	hadanuteyaga	2.2.1.2.2	..--.-	ᎭᏓᏄᏖᏯᎦ	0	0	0	0
6	5	48-6	verb	udanuteyodi	2.2.1.23.32	-.----	ᎤᏓᏄᏖᏲᏗ	0	0	0	0
6	6	49-1	verb	adanv?a	1.3.2	-..-	ᎠᏓᏅᎠ	he, it's moving from one place to another	0	0	0
6	6	49-2	verb	gada?nv?a	2.3.2	...-	ᎦᏓᏅᎠ	0	0	0	0
6	6	49-3	verb	uda?nvsv?i	1.3.1.23	-.---	ᎤᏓᏅᏒᎢ	0	0	0	0
6	6	49-4	verb	ada?nvsgo?i	1.3.2.3	-.---	ᎠᏓᏅᏍᎪᎢ	0	0	0	0
6	6	49-5	verb	hada?nvna	2.2.23	..--	ᎭᏓᏅᎾ	0	0	0	0
6	6	49-6	verb	uda?nvsdi	2.2.1	-.--	ᎤᏓᏅᏍᏗ	0	0	0	0
6	7	50-1	verb	adanvsga	1.2.23	-.--	ᎠᏓᏅᏍᎦ	he's ordering it	0	0	0
6	7	50-2	verb	gadanvsga	2.2.3	..--	ᎦᏓᏅᏍᎦ	0	0	0	0
6	7	50-3	verb	udanvsv?i	1.2.23.3	-.---	ᎤᏓᏅᏒᎢ	0	0	0	0
6	7	50-4	verb	adanvsgo?i	1.2.23.3	-.-.-	ᎠᏓᏅᏍᎪᎢ	0	0	0	0
6	7	50-5	verb	hadanvla	2.2.23	----	ᎭᏓᏅᎳ	0	0	0	0
6	7	50-6	verb	udanvsdi	2.2.23	-.--	ᎤᏓᏅᏍᏗ	0	0	0	0
7	1	51-1	noun	adasdayhdi?i	2.2.1.4	.----	ᎠᏓᏍᏓᏴᏗᎢ	kitchen	0	0	0
7	1	51-2	noun	didasdayhdi?i	2.2.1.4	-----	ᏗᏓᏍᏓᏴᏗᎢ	0	0	0	0
7	2	52-1	verb	adasdayvhvsga	1.2.32.2.3	----.-	ᎠᏓᏍᏓᏴᎲᏍᎦ	she's cooking a meal	0	0	0
7	2	52-2	verb	gadasdayvhvsga	2.1.32.2.3	.--.--	ᎦᏓᏍᏓᏴᎲᏍᎦ	0	0	0	0
7	2	52-3	verb	udasdayvhnv?i	1.2.32.2.23	------	ᎤᏓᏍᏓᏴᏅᎢ	0	0	0	0
7	2	52-4	verb	adasdayvhvsgo?i	1.2.32.2.2.3	----.--	ᎠᏓᏍᏓᏴᎲᏍᎪᎢ	0	0	0	0
7	2	52-5	verb	hadasdayvhvga	2.2.1.2.1	.-----	ᎭᏓᏍᏓᏴᎲᎦ	0	0	0	0
7	2	52-6	verb	udasdayhdi	2.2.1	----	ᎤᏓᏍᏓᏴᏗ	0	0	0	0
7	3	53-1	noun	adawehi	2.23.3	.---	ᎠᏓᏪᎯ	magician	0	0	0
7	3	53-2	noun	anidawehi	2.2.23.3	.----	ᎠᏂᏓᏪᎯ	0	0	0	0
7	4	54-1	adjective	adawehi	2.23.4	.---	ᎠᏓᏪᎯ	magical	0	0	0
7	4	54-2	adjective	anidawehi	2.2.23.4	.----	ᎠᏂᏓᏪᎯ	0	0	0	0
7	5	55-1	verb	adawelagi?a	1.2.23.3.2	-.-..-	ᎠᏓᏪᎳᎩᎠ	it's burning (flames)	0	0	0
7	5	55-2	verb	gadawelagi?a	2.2.23.3.2	..-..-	ᎦᏓᏪᎳᎩᎠ	0	0	0	0
7	5	55-3	verb	udawelagv?i	1.2.23.3.23	-.-.--	ᎤᏓᏪᎳᎬᎢ	0	0	0	0
7	5	55-4	verb	adawelagisgo?i	1.2.23.3.1.3	-.-.---	ᎠᏓᏪᎳᎩᏍᎪᎢ	0	0	0	0
7	5	55-5	verb	hadawelaga	2.2.2.2	..-.-	ᎭᏓᏪᎳᎦ	0	0	0	0
7	5	55-6	verb	udawelagisdi	2.2.23.3.1	-.-.--	ᎤᏓᏪᎳᎩᏍᏗ	0	0	0	0
7	6	56-1	noun	adawelagisgi	2.2.23.2.1	..-.--	ᎠᏓᏪᎳᎩᏍᎩ	flame	0	0	0
7	6	56-2	noun	didawelagisgi	2.2.23.2.1	-.-.--	ᏗᏓᏪᎳᎩᏍᎩ	0	0	0	0
7	7	57-1	noun	adawelagisgi	2.2.2.2.1	..-.--	ᎠᏓᏪᎳᎩᏍᎩ	gunpowder	0	0	0
7	8	58-1	verb	adawesolvsdiha	1.2.3.2.23.3	-.---.-	ᎠᏓᏪᏐᎸᏍᏗᎭ	he's resting	0	0	0
7	8	58-2	verb	gadawesolvsdiha	2.2.3.2.23.3	..---.-	ᎦᏓᏪᏐᎸᏍᏗᎭ	0	0	0	0
7	8	58-3	verb	udawesolvstanv?i	1.2.3.2.23.3.23	-.---.--	ᎤᏓᏪᏐᎸᏍᏔᏅᎢ	0	0	0	0
7	8	58-4	verb	adawesolvsdisgo?i	1.2.3.2.23.3.3	-.------	ᎠᏓᏪᏐᎸᏍᏗᏍᎪᎢ	0	0	0	0
7	8	58-5	verb	hadawesolvsda	2.2.1.2.23	..----	ᎭᏓᏪᏐᎸᏍᏓ	0	0	0	0
7	8	58-6	verb	udawesolvsdohdi	2.2.1.23.3.2	-.-----	ᎤᏓᏪᏐᎸᏍᏙᏗ	0	0	0	0
7	9	59-1	noun	adawi	23.3	-.-	ᎠᏓᏫ	Adam	0	0	0
8	1	60-1	verb	adawo?a	1.2.3	-.--	ᎠᏓᏬᎠ	he's bathing	he's swimming	0	0
8	1	60-2	verb	gadawo?a	2.2.3	..--	ᎦᏓᏬᎠ	0	0	0	0
8	1	60-3	verb	udawo?v?i	1.2.3.23	-.---	ᎤᏓᏬᎥᎢ	0	0	0	0
8	1	60-4	verb	adawosgo?i	1.2.3.3	-.---	ᎠᏓᏬᏍᎪᎢ	0	0	0	0
8	1	60-5	verb	hadawoja	2.2.23	..--	ᎭᏓᏬᏣ	0	0	0	0
8	1	60-6	verb	udawosdi	2.2.1	-.--	ᎤᏓᏬᏍᏗ	0	0	0	0
8	2	61-1	noun	adawosdi?i	2.2.1.4	..---	ᎠᏓᏬᏍᏗᎢ	swimming pool	0	0	0
8	2	61-2	noun	didawosdi?i	2.2.1.4	-.---	ᏗᏓᏬᏍᏗᎢ	0	0	0	0
8	3	62-1	noun	adayvlatvsgi	2.2.23.2.2	..-..-	ᎠᏓᏴᎳᏛᏍᎩ	television	0	0	0
8	3	62-2	noun	didayvlatvsgi	2.2.23.2.2	-.-..-	ᏗᏓᏴᎳᏛᏍᎩ	0	0	0	0
8	4	63-1	verb	adeha	1.3	---	ᎠᏕᎭ	he's giving him a long object	0	0	0
8	4	63-2	verb	jideha	2.3	---	ᏥᏕᎭ	0	0	0	0
