page	item	no	class	entry	tone	length	syllabary	translation-1	translation-2	translation-3	translation-4
151	13	1427-1	noun	sdeyida	2.4	-.-	ᏍᏕᏱᏓ	rope	0	0	0
151	14	1428-1	affix	-sdi	0	--		instrumental	0	0	0
151	15	1429-1	other	sdikida	23.2	-.-	ᏍᏗᎩᏓ	a little	0	0	0
152	1	1430-1	noun	sdudi	1	--	ᏍᏚᏗ	door, gate	0	0	0
152	1	1430-2	noun	disdudi	2.1	---	ᏗᏍᏚᏗ	0	0	0	0
152	2	1431-1	noun	sdu?isdi	2.3	.--	ᏍᏚᎢᏍᏗ	key	0	0	0
152	2	1431-2	noun	disdu?isdi	2.2.3	-.--	ᏗᏍᏚᎢᏍᏗ	0	0	0	0
152	3	1432-1	other	sdvsa	23	--	ᏍᏛᏌ	ourselves (you two)	one another, each other	0	0
152	4	1433-1	noun	sedani	23.3	-.-	ᏎᏓᏂ	Satan	0	0	0
152	5	1434-1	noun	sedi	23	--	ᏎᏗ	walnut	0	0	0
152	6	1435-1	noun	selagwoya	23.3.2	-.--	ᏎᎳᏉᏯ	green snake	0	0	0
152	7	1436-1	noun	selu	23	--	ᏎᎷ	corn	0	0	0
152	8	1437-1	noun	selu anhtasgisgi	23 2.2.1	-- -.--	ᏎᎷ ᎠᎾᏔᏍᎩᏍᎩ	popcorn	0	0	0
152	9	1438-1	noun	selu isa	23 2	-- --	ᏎᎷ ᎢᏌ	corn meal	0	0	0
152	10	1439-1	noun	selu uda	23 2	-- --	ᏎᎷ ᎤᏓ	corncob	0	0	0
152	10	1439-2	noun	selu juda	23 2	-- --	ᏎᎷ ᏧᏓ	0	0	0	0
152	11	1440-1	other	sgidv	3.4	.-	ᏍᎩᏛ	yes, that's it	0	0	0
152	11	1440-2	other	vsgidv	1.3.4	-.-	ᎥᏍᎩᏛ	0	0	0	0
152	12	1441-1	adjective	sgohi	23	--	ᏍᎪᎯ	ten	0	0	0
152	13	1442-1	adjective	sgohine?i	2.2.4	----	ᏍᎪᎯᏁᎢ	tenth	0	0	0
152	14	1443-1	adjective	sgohitsgwa	23.3	-.-	ᏍᎪᎯᏥᏆ	one hundred	0	0	0
152	15	1444-1	noun	sgwahlesdi	1.4	---	ᏍᏆᏞᏍᏗ	ball	0	0	0
152	15	1444-2	noun	sgwatlesdi	1.4	---	ᏍᏆᏞᏍᏗ	0	0	0	0
152	15	1444-3	noun	disgwahlesdi	2.1.4	----	ᏗᏆᏞᏍᏗ	0	0	0	0
152	15	1444-4	noun	disgwatlesdi	2.1.4	----	ᏗᏆᏞᏍᏗ	0	0	0	0
153	1	1445-1	noun	Sgwanijesdv?i	23.3.1.4	-.---	ᏍᏆᏂᏤᏍᏛᎢ	New Mexico	0	0	0
153	2	1446-1	noun	sgwehnv?i	2.4	---	ᏍᏇᏅᎢ	fist	0	0	0
153	2	1446-2	noun	disgwehnv?i	2.2.4	----	ᏗᏍᏇᏅᎢ	0	0	0	0
153	3	1447-1	other	sgwu	3	-	ᏍᏇ	also	0	0	0
153	3	1447-2	other	vsgwu	1.3	--	ᎥᏍᏇ	0	0	0	0
153	4	1448-1	affix	-si	0	-		or else	0	0	0
153	5	1449-1	other	si	0	-	Ꮟ	wait	0	0	0
153	6	1450-1	other	si	0	-	Ꮟ	yet, still	0	0	0
153	7	1451-1	other	siga	4	--	ᏏᎦ	one day	0	0	0
153	8	1452-1	noun	sigigi	2.2	..-	ᏏᎩᎩ	katydid	0	0	0
153	9	1453-1	other	sigwu	23	--	ᏏᏊ	again, more	0	0	0
153	10	1454-1	noun	sihgwa	2	--	ᏏᏆ	pig	0	0	0
153	11	1455-1	other	sihnv	23	--	ᏏᏅ	than	0	0	0
153	12	1456-1	other	sinvda	2.4	---	ᏏᏅᏓ	one month	0	0	0
153	13	1457-1	affix	-sisi	0	--		duplicative	0	0	0
153	14	1458-1	noun	skoni	2	.-	ᏍᎪᏂ	opposite side (of a body of water)	0	0	0
153	15	1459-1	other	skoniyi	2.23	.--	ᏍᎪᏂᏱ	overseas	0	0	0
153	16	1460-1	noun	sogwili	23.3	-.-	ᏐᏈᎵ	horse	0	0	0
154	1	1461-1	noun	sogwili diga?lenvhida	23.3 2.2.23.3.2	-.- ..----	ᏐᏈᎵ ᏗᎦᎴᏅᎯᏓ	donkey, mule	0	0	0
154	1	1461-2	noun	sogwili dini?lenvhida	23.3 2.2.23.3.2	-.- ------	ᏐᏈᎵ ᏗᏂᎴᏅᎯᏓ	0	0	0	0
154	2	1462-1	noun	sohi	2	.-	ᏐᎯ	hickory nut	0	0	0
154	3	1463-1	adjective	sohnela	3.23	.--	ᏐᏁᎳ	nine	0	0	0
154	4	1464-1	adjective	sohneline?i	3.2.2.4	.----	ᏐᏁᎵᏁᎢ	ninth	0	0	0
154	5	1465-1	adjective	so?i	3	.-	ᏐᎢ	another	an additional one (singular form)	0	0
154	5	1465-2	adjective	diso?i	23.2	-.-	ᏗᏐᎢ	0	0	0	0
154	6	1466-1	other	so?iyi	2.23	.--	ᏐᎢᏱ	in the next room	0	0	0
154	7	1467-1	noun	sudalegi	2.2.4	-.--	ᏑᏓᎴᎩ	one topic, one matter	0	0	0
154	8	1468-1	adjective	sudali	23.3	-.-	ᏑᏓᎵ	six	0	0	0
154	9	1469-1	adjective	sudaline?i	2.2.2.4	-.---	ᏑᏓᎵᏁᎢ	sixth	0	0	0
154	10	1470-1	noun	sudetiyvda	2.2.2.4	--.--	ᏑᏕᏘᏴᏓ	period of one year	0	0	0
154	11	1471-1	noun	sugeda	1.23	---	ᏑᎨᏓ	dough	0	0	0
154	12	1472-1	noun	suhdi	3		ᏑᏗ	fishhook	fishing pole	0	0
154	12	1472-2	noun	disuhdi	2.3	---	ᏗᏑᏗ	0	0	0	0
154	13	1473-1	noun	suhliloda	2.2.4	----	ᏑᏟᎶᏓ	a unit of measure (one acre, one bushel, one gallon, one hour, one mile, one yard)	0	0	0
155	1	1474-1	noun	suli	2	--	ᏑᎵ	buzzard	0	0	0
155	2	1475-1	other	sunale?i	2.3.4	.---	ᏑᎾᎴᎢ	tomorrow	0	0	0
155	2	1475-2	other	sinale?i	2.3.4	.---	ᏏᎾᎴᎢ	0	0	0	0
155	3	1476-1	other	sunale?i didla	2.3.4 3	.--- --	ᏑᎾᎴᎢ ᏗᏜ	toward morning (a.m.)	0	0	0
155	4	1477-1	other	sunale?i svhiyeyi	2.3.4 2.2.4	.--- -.--	ᏑᎾᎴᎢ ᏒᎯᏰᏱ	tomorrow evening	0	0	0
155	5	1478-1	other	susvhida	2.23.2	--.-	ᏑᏒᎯᏓ	overnight	0	0	0
155	6	1479-1	noun	svdoni	2.2	---	ᏒᏙᏂ	barrel	tub	0	0
155	7	1480-1	noun	svgi	1	--	ᏒᎩ	onion	0	0	0
155	8	1481-1	other	svhi	2	--	ᏒᎯ	yesterday	0	0	0
155	9	1482-1	other	svhi sunale?i	2 2.3.4	-- .---	ᏒᎯ ᏑᎾᎴᎢ	yesterday morning	0	0	0
155	10	1483-1	other	svhi svhiyehiyi	2 2.2.4	-- -.--	ᏒᎯ ᏒᎯᏰᏱ	yesterday evening	0	0	0
155	11	1484-1	other	svhi usv?i	2 2.4	-- .--	ᏒᎯ ᎤᏒᎢ	night before last	0	0	0
155	12	1485-1	other	svhiyeyi	2.2.4	-.--	ᏒᎯᏰᏱ	in the evening	0	0	0
155	13	1486-1	noun	svkta	23	--	ᏒᎦᏔ	apple	0	0	0
155	14	1487-1	noun	svnadodagwasdi	2.2.23.2.1	-.-.--	ᏒᎾᏙᏓᏆᏍᏗ	one week	0	0	0
155	15	1488-1	other	svnoyi	2.23	---	ᏒᏃᏱ	at midnight	0	0	0
156	1	1489-1	adjective	ta?li	3	.-	ᏔᎵ	two	0	0	0
156	2	1490-1	adjective	ta?line?i	2.2.4	.---	ᏔᎵᏁᎢ	second	0	0	0
156	3	1491-1	noun	Ta?line Iga	2.2.4 2	.-- --	ᏔᎵᏁ ᎢᎦ	Tuesday	0	0	0
156	4	1492-1	noun	talugisgi	2.2.1	.---	ᏔᎷᎩᏍᎩ	can	metal	steel	tin
156	5	1493-1	noun	talugisgi dikanvwisgi	2.2.1 2.2.2.4	.--- ..---	ᏔᎷᎩᏍᎩ ᏗᎧᏅᏫᏍᎩ	welder	0	0	0
156	5	1493-2	noun	dikanvwisgi	2.2.1 2.2.2.4	.--- -----	ᏗᏂᏅᏫᏍᎩ	0	0	0	0
156	6	1494-1	noun	talugisgi dikanvwodohdi	2.2.1 2.2.23.1.2	.--- ..----	ᏔᎷᎩᏍᎩ ᏗᎧᏅᏬᏙᏗ	solder	welding rod	0	0
156	7	1495-1	noun	taluja	2.23	.--	ᏔᎷᏣ	basket	0	0	0
156	7	1495-2	noun	diluja	2.2.23	-.--	ᏗᎷᏣ	0	0	0	0
156	8	1496-1	noun	tamahli	2.2	.--	ᏔᎹᏟ	tomato	0	0	0
156	9	1497-1	noun	tawodi	2.23	.--	ᏔᏬᏗ	hawk	0	0	0
156	10	1498-1	noun	tehga	2	--	ᏖᎦ	toad	0	0	0
156	11	1499-1	noun	tina	2	.-	ᏘᎾ	louse	0	0	0
156	12	1500-1	noun	tiyoha?li	2.23.3	.-.-	ᏘᏲᎭᎵ	lizzard	0	0	0
156	13	1501-1	noun	tlvdegwa	23.3	---	ᏢᏕᏆ	eel	0	0	0
156	14	1502-1	adjective	tohi	1	--	ᏙᎯ	well (health)	0	0	0
156	15	1503-1	other	tohigwu	1.4	---	ᏙᎯᏊ	just fine	0	0	0
157	1	1504-1	other	to?i	4	--	ᏙᎢ	motionless	0	0	0
157	2	1505-1	noun	tojuhwa	1.23	---	ᏙᏧᏩ	redbird	0	0	0
157	3	1506-1	noun	tolatsga	23.3	-.-	ᏙᎳᏥᎦ	grasshopper	0	0	0
157	4	1507-1	noun	tsgili	2	.-	ᏥᎩᎵ	ghost	0	0	0
157	4	1507-2	noun	anitsgili	2.2.2	.-.-	ᎠᏂᏥᎩᎵ	0	0	0	0
157	5	1508-1	noun	tsgoya	23	--	ᏥᎪᏯ	bug	0	0	0
157	6	1509-1	noun	tsgwalegwala	2.3.2	.-.-	ᏥᏆᎴᏆᎳ	whippoorwill	0	0	0
157	7	1510-1	adjective	tsgwisdi	4	--	ᏥᏈᏍᏗ	a lot, many	0	0	0
157	7	1510-2	adjective	unitsgwisdi	2.2.4	----	ᎤᏂᏥᏈᏍᏗ	0	0	0	0
157	8	1511-1	noun	tuleji	2.23	---	ᏚᎴᏥ	tonsils	0	0	0
157	9	1512-1	noun	tusdi	2	.-	ᏚᏍᏗ	boil (sore)	0	0	0
157	10	1513-1	noun	tuya	23	--	ᏚᏯ	beans	0	0	0
157	11	1514-1	noun	tvhga	2	--	ᏛᎦ	housefly	0	0	0
157	12	1515-1	affix	u-	0	-		third person subject	0	0	0
157	13	1516-1	verb	udadolisdi	1.2.23.32	-----	ᎤᏓᏙᎵᏍᏗ	he's praying	0	0	0
157	13	1516-2	verb	agwadadolisdi	1.2.2.23.32	-.----	ᎠᏆᏓᏙᎵᏍᏗ	0	0	0	0
157	13	1516-3	verb	udadolisdv?i	1.2.23.32.23	------	ᎤᏓᏙᎵᏍᏛᎢ	0	0	0	0
157	13	1516-4	verb	udadolisdo?i	1.2.23.32.3	------	ᎤᏓᏙᎵᏍᏙᎢ	0	0	0	0
157	13	1516-5	verb	jadadolisdesdi	2.2.23.32.3	.-----	ᏣᏓᏙᎵᏍᏕᏍᏗ	0	0	0	0
157	13	1516-6	verb	udadolisdohdi	2.2.2.1.3	------	ᎤᏓᏙᎵᏍᏙᏗ	0	0	0	0
157	14	1517-1	verb	udageyuha	1.2.2.3	---.-	ᎤᏓᎨᏳᎭ	he loves	0	0	0
157	14	1517-2	verb	agwadageyuha	1.2.2.2.3	-.--.-	ᎠᏆᏓᎨᏳᎭ	0	0	0	0
157	14	1517-3	verb	udageyusv?i	1.2.2.3.23	------	ᎤᏓᎨᏳᏒᎢ	0	0	0	0
157	14	1517-4	verb	udageyuso?i	1.2.2.3.3	------	ᎤᏓᎨᏳᏐᎢ	0	0	0	0
157	14	1517-5	verb	jadageyusesdi	2.2.2.3.3	.-----	ᏣᏓᎨᏳᏎᏍᏗ	0	0	0	0
157	14	1517-6	verb	udageyhdi	2.2.2	----	ᎤᏓᎨᏳᏗ	0	0	0	0
158	1	1518-1	noun	udahnilage?i	2.2.23.3.3	---.--	ᎤᏓᏂᎳᎨᎢ	ordained minister	0	0	0
158	1	1518-2	noun	unadahnilage?i	2.2.2.23.3.3	-.--.--	ᎤᎾᏓᏂᎳᎨᎢ	0	0	0	0
158	2	1519-1	noun	udahnilage?i	2.2.23.3.4	---.--	ᎤᏓᏂᎳᎨᎢ	oldest member of a family	0	0	0
158	2	1519-2	noun	unadahnilage?i	2.2.2.23.3.4	-.--.--	ᎤᎾᏓᏂᎳᎨᎢ	0	0	0	0
158	3	1520-1	adjective	udajatdi	2.23.2	--.-	ᎤᏓᏣᏘᏗ	reckless	0	0	0
158	3	1520-2	adjective	unadajatdi	2.2.23.2	-.-.-	ᎤᎾᏓᏣᏘᏗ	0	0	0	0
158	4	1521-1	noun	udalehi	2.2.4	-.--	ᎤᏓᎴᎯ	bad omen	0	0	0
158	5	1522-1	noun	udali?i	2.2.2	-..-	ᎤᏓᎵᎢ	his wife	0	0	0
158	5	1522-2	noun	junadali?i	2.2.2.2	-...-	ᏧᎾᏓᎵᎢ	0	0	0	0
158	6	1523-1	adjective	udalvkwdi	2.2.4	----	ᎤᏓᎸᏉᏗ	snobbish	0	0	0
158	6	1523-2	adjective	unadalvkwdi	2.2.2.4	-.---	ᎤᎾᏓᎸᏉᏗ	0	0	0	0
158	7	1524-1	noun	udana?ni	2.23.2	----	ᎤᏓᎾᏂ	store owner	0	0	0
158	7	1524-2	noun	unadana?ni	2.2.23.2	-.-.-	ᎤᎾᏓᎾᏂ	0	0	0	0
158	8	1525-1	verb	udanegoyuha	1.2.3.2.3	-.--.-	ᎤᏓᏁᎪᏳᎭ	it's wrinkled	0	0	0
158	8	1525-2	verb	agwadanegoyuha	1.2.2.3.2.3	-..--.-	ᎠᏆᏓᏁᎪᏳᎭ	0	0	0	0
158	8	1525-3	verb	udanegoyusv?i	1.2.3.2.3.23	-.-----	ᎤᏓᏁᎪᏳᏒᎢ	0	0	0	0
158	8	1525-4	verb	udanegoyuso?i	1.2.3.2.3.3	-.-----	ᎤᏓᏁᎪᏳᏐᎢ	0	0	0	0
158	8	1525-5	verb	jadanegoyusesdi	2.2.3.2.3.3	..-----	ᏣᏓᏁᎪᏳᏎᏍᏗ	0	0	0	0
158	9	1526-1	noun	udanehv?i	1.2.2.4	-.---	ᎤᏓᏁᎲᎢ	puddle	0	0	0
158	9	1526-2	noun	dudanehv?i	1.2.2.4	-.---	ᏚᏓᏁᎲᎢ	0	0	0	0
158	10	1527-1	noun	udanhdo	2.2	---	ᎤᏓᏅᏙ	his heart	0	0	0
158	11	1528-1	verb	udanhta	1.2	---	ᎤᏓᏅᏔ	he feels	0	0	0
158	11	1528-2	verb	agwadanhta	1.2.2	-.--	ᎠᏆᏓᏅᏔ	0	0	0	0
158	11	1528-3	verb	udanhtv?i	1.2.23	----	ᎤᏓᏅᏛᎢ	0	0	0	0
158	11	1528-4	verb	udanhto?i	1.2.3	----	ᎤᏓᏅᏙᎢ	0	0	0	0
158	11	1528-5	verb	jadanhtesdi	2.2.3	.---	ᏣᏓᏅᏖᏍᏗ	0	0	0	0
158	11	1528-6	verb	udanhdadisdi	2.2.2.1	--.--	ᎤᏓᏅᏓᏗᏍᏗ	0	0	0	0
159	1	1529-1	adjective	udanhti	2.4	---	ᎤᏓᏅᏘ	friendly	gentle	pleasant	0
159	1	1529-2	adjective	unadanhti	2.2.4	-.--	ᎤᎾᏓᏅᏘ	0	0	0	0
159	2	1530-1	adjective	udanhtisahnv?i	2.2.2.2.4	---.--	ᎤᏓᏅᏘᏌᏅᎢ	tamed	0	0	0
159	2	1530-2	adjective	unadanhtisahnv?i	2.2.2.2.2.4	-.--.--	ᎤᎾᏓᏅᏘᏌᏅᎢ	0	0	0	0
159	3	1531-1	adjective	udanvgalvda	2.2.2.2.4	-.-.--	ᎤᏓᏅᎦᎸᏓ	clean	0	0	0
159	3	1531-2	adjective	junadanvgalvda	2.2.2.2.2.4	-..-.--	ᏧᎾᏓᏅᎦᎸᏓ	0	0	0	0
159	3	1531-3	adjective	judanvgalvda	2.2.2.2.4	-.-.--	ᏧᏓᏅᎦᎸᏓ	0	0	0	0
159	4	1532-1	noun	udanvhida	2.2.2.4	-.---	ᎤᏓᏅᎯᏓ	a long distance	0	0	0
159	5	1533-1	noun	udanvhnv?i	1.2.2.4	-.---	ᎤᏓᏅᏅᎢ	row	0	0	0
159	5	1533-2	noun	dudanvhnv?i	1.2.2.4	-.---	ᏚᏓᏅᏅᎢ	0	0	0	0
159	6	1534-1	noun	udasdvdisdi	2.2.23.32	-----	ᎤᏓᏍᏛᏗᏍᏗ	punishment	0	0	0
159	7	1535-1	other	udawadisgv?i	1.23.3.32.4	--.---	ᎤᏓᏩᏗᏍᎬᎢ	in a shade	0	0	0
159	7	1535-2	other	dudawadisgv?i	1.23.3.32.4	--.---	ᏚᏓᏩᏗᏍᎬᎢ	0	0	0	0
159	8	1536-1	verb	udayvlata	1.2.2.3	-.-.-	ᎤᏓᏴᎳᏔ	it's in view	0	0	0
159	8	1536-2	verb	agwadayvlata	1.2.2.2.3	-..-.-	ᎠᏆᏓᏴᎳᏔ	0	0	0	0
159	8	1536-3	verb	udayvlatv?i	1.2.2.2.23	-.-.--	ᎤᏓᏴᎳᏛᎢ	0	0	0	0
159	8	1536-4	verb	udayvlato?i	1.2.2.2.3	-.-.--	ᎤᏓᏴᎳᏙᎢ	0	0	0	0
159	8	1536-5	verb	jadayvlatesdi	2.2.2.2.3	..-.--	ᏣᏓᏴᎳᏖᏍᏗ	0	0	0	0
159	8	1536-6	verb	udayvlatdi	2.2.2.2	-.-.-	ᎤᏓᏴᎳᏘᏗ	0	0	0	0
159	9	1537-1	verb	udega	1.3	---	ᎤᏕᎦ	he's throwing it	he's pitching (ball)	0	0
159	9	1537-2	verb	agwadega	1.2.3	-.--	ᎠᏆᏕᎦ	0	0	0	0
159	9	1537-3	verb	udinvsv?i	1.23.32.23	-----	ᎤᏗᏅᏒᎢ	0	0	0	0
159	9	1537-4	verb	udego?i	1.3.3	----	ᎤᏕᎪᎢ	0	0	0	0
159	9	1537-5	verb	jaduga	2.1	.--	ᏣᏚᎦ	0	0	0	0
159	9	1537-6	verb	udinvdi	2.23.32	----	ᎤᏗᏅᏗ	0	0	0	0
159	10	1538-1	noun	udegi	2.4	---	ᎤᏕᎩ	pitcher (ball)	0	0	0
159	10	1538-2	noun	unadegi	2.2.4	-.--	ᎤᎾᏕᎩ	0	0	0	0
159	11	1539-1	noun	udehohisdi	2.2.23.2	---.-	ᎤᏕᎰᎯᏍᏗ	embarrassment	0	0	0
160	1	1540-1	adjective	udehosati	2.2.23.2	---.-	ᎤᏕᎰᏌᏘ	bashful	0	0	0
160	1	1540-2	adjective	unadehosati	2.2.2.23.2	-.--.-	ᎤᎾᏕᎰᏌᏘ	0	0	0	0
160	2	1541-1	noun	udelisgalvhv?i	1.2.23.3.2.4	---.---	ᎤᏕᎵᏍᎦᎸᎲᎢ	ditch	0	0	0
160	2	1541-2	noun	dudelisgalvhv?i	1.2.23.3.2.4	---.---	ᏚᏕᎵᏍᎦᎸᎲᎢ	0	0	0	0
160	3	1542-1	verb	udetiyiha	1.2.2.3	--..-	ᎤᏕᏘᏱᎭ	he's having a birthday	0	0	0
160	3	1542-2	verb	agwadetiyiha	1.2.2.2.3	-.-..-	ᎠᏆᏕᏘᏱᎭ	0	0	0	0
160	3	1542-3	verb	udetiyvhv?i	1.2.2.2.23	--.---	ᎤᏕᏘᏴᎲᎢ	0	0	0	0
160	3	1542-4	verb	udetiyisgo?i	1.2.2.23.3	--.-.-	ᎤᏕᏘᏱᏍᎪᎢ	0	0	0	0
160	3	1542-5	verb	jadetiya	2.2.2	.-.-	ᏣᏕᏘᏯ	0	0	0	0
160	3	1542-6	verb	udetiyhdi	2.2.2	----	ᎤᏕᏘᏴᏗ	0	0	0	0
160	4	1543-1	noun	udigwalvdeyida	2.1.2.2.3.2	--.--.-	ᎤᏗᏆᎸᏕᏱᏓ	bolt, screw	0	0	0
160	4	1543-2	noun	judigwalvdeyida	2.1.2.2.3.2	--.--.-	ᏧᏗᏆᎸᏕᏱᏓ	0	0	0	0
160	5	1544-1	verb	udihlehga	1.2.3	----	ᎤᏗᏞᎦ	it's hot	0	0	0
160	5	1544-2	verb	udihlehgv?i	1.2.2.23	----.	ᎤᏗᏞᎬᎢ	0	0	0	0
160	5	1544-3	verb	udihlehgo?i	1.2.2.3	-----	ᎤᏗᏞᎪᎢ	0	0	0	0
160	5	1544-4	verb	jadihlehgesdi	2.2.2.3	.----	ᏣᏗᏞᎨᏍᏗ	0	0	0	0
160	6	1545-1	verb	udihlehvsga	1.2.3.3	--..-	ᎤᏗᏞᎲᏍᎦ	he has a fever	0	0	0
160	6	1545-2	verb	agwadihlehvsga	1.2.2.3.3	-.-..-	ᎠᏆᏗᏞᎲᏍᎦ	0	0	0	0
160	6	1545-3	verb	udihlehvsgv?i	1.2.3.3.23	--..--	ᎤᏗᏞᎲᏍᎬᎢ	0	0	0	0
160	6	1545-4	verb	udihlehvsgo?i	1.2.3.3.3	--..--	ᎤᏗᏞᎲᏍᎪᎢ	0	0	0	0
160	6	1545-5	verb	jadihlehvhi	2.2.2.2	.-..-	ᏣᏗᏞᎲᎯ	0	0	0	0
160	6	1545-6	verb	udihlehvsdi	2.2.3.3	--..-	ᎤᏗᏞᎲᏍᏗ	0	0	0	0
160	7	1546-1	verb	udisgahla	1.2.3	--.-	ᎤᏗᏍᎦᏝ	he's in hiding	0	0	0
160	7	1546-2	verb	agwadisgahla	1.2.2.3	-.-.-	ᎠᏆᏗᏍᎦᏝ	0	0	0	0
160	7	1546-3	verb	udisgahlv?i	1.2.2.23	--.--	ᎤᏗᏍᎦᏢᎢ	0	0	0	0
160	7	1546-4	verb	udisgahlo?i	1.2.2.3	--.--	ᎤᏗᏍᎦᏠᎢ	0	0	0	0
160	7	1546-5	verb	jadisgahlesdi	2.2.2.3	.-.--	ᏣᏗᏍᎦᏞᏍᏗ	0	0	0	0
160	7	1546-6	verb	udisgahldi	2.2.2	----	ᎤᏗᏍᎦᎸᏗ	0	0	0	0
160	8	1547-1	verb	udiwsga	1.32	---	ᎤᏗᏫᏍᎦ	he's getting well	0	0	0
160	8	1547-2	verb	agwadiwsga	1.2.32	-.--	ᎠᏆᏗᏫᏍᎦ	0	0	0	0
160	8	1547-3	verb	udiwsv?i	1.32.23	----	ᎤᏗᏫᏒᎢ	0	0	0	0
160	8	1547-4	verb	udiwsgo?i	1.32.3	----	ᎤᏗᏫᏍᎪᎢ	0	0	0	0
160	8	1547-5	verb	jadihwi	2.1	.--	ᏣᏗᏫ	0	0	0	0
160	8	1547-6	verb	udihwisdi	2.1.3	--.-	ᎤᏗᏫᏍᏗ	0	0	0	0
161	1	1548-1	noun	udiyvda?dv?i	1.3.2.3.4	---.--	ᎤᏗᏴᏓᏛᎢ	his navel	0	0	0
161	2	1549-1	verb	udlanvda	1.2.2	-.--	ᎤᏜᏅᏓ	there's an opening	0	0	0
161	2	1549-2	verb	udlanvdv?i	1.2.2.23	-.---	ᎤᏜᏅᏛᎢ	0	0	0	0
161	2	1549-3	verb	udlanvdo?i	1.2.2.3	-.---	ᎤᏜᏅᏙᎢ	0	0	0	0
161	3	1550-1	verb	udlanvdadeha	1.2.2.3.2	-.-..-	ᎤᏜᏅᏓᏕᎭ	he has time	0	0	0
161	3	1550-2	verb	agwadlanvda?deha	1.2.2.2.3.2	-..-..-	ᎠᏆᏜᏅᏓᏕᎭ	0	0	0	0
161	3	1550-3	verb	udlanvda?delv?i	1.2.2.3.2.23	-.-.---	ᎤᏜᏅᏓᏕᎸᎢ	0	0	0	0
161	3	1550-4	verb	udlanvda?deho?i	1.2.2.3.2.3	-.-.---	ᎤᏜᏅᏓᏕᎰᎢ	0	0	0	0
161	3	1550-5	verb	jadlanvdadisi	2.2.2.2.1	..-.--	ᏣᏜᏅᏓᏗᏏ	0	0	0	0
161	3	1550-6	verb	udlanvda?dehdi	2.2.2.2.3	-.-.--	ᎤᏜᏅᏓᏕᏗ	0	0	0	0
161	4	1551-1	verb	udlasitv?eha	1.32.2.3.2	------	ᎤᏜᏏᏛᎡᎭ	he's disbelieving	0	0	0
161	4	1551-2	verb	agwadlasitv?eha	1.2.32.2.3.2	-.-----	ᎠᏆᏜᏏᏛᎡᎭ	0	0	0	0
161	4	1551-3	verb	udlasitv?elv?i	1.32.2.3.2.23	-------	ᎤᏜᏏᏛᎡᎸᎢ	0	0	0	0
161	4	1551-4	verb	udlasitv?eho?i	1.32.2.3.2.3	-------	ᎤᏜᏏᏛᎡᎰᎢ	0	0	0	0
161	4	1551-5	verb	jadlasitvsi	2.1.2.1	.----	ᏣᏜᏏᏛᏏ	0	0	0	0
161	4	1551-6	verb	udlasitv?ehdi	2.1.23.3.2	---.--	ᎤᏜᏏᏛᎡᏗ	0	0	0	0
161	5	1552-1	noun	udlasitv?ehi	2.1.23.3.4	---.--	ᎤᏜᏏᏛᎡᎯ	non-believer	0	0	0
161	5	1552-2	noun	unadlasitv?ehi	2.2.1.23.3.4	-.--.--	ᎤᎾᏜᏏᏛᎡᎯ	0	0	0	0
161	6	1553-1	verb	udlega	1.3	---	ᎤᏞᎦ	he's taking revenge	0	0	0
161	6	1553-2	verb	agwadlega	1.2.3	-.--	ᎠᏆᏞᎦ	0	0	0	0
161	6	1553-3	verb	udlejv?i	1.3.23	----	ᎤᏞᏨᎢ	0	0	0	0
161	6	1553-4	verb	udlego?i	1.3.3	----	ᎤᏞᎪᎢ	0	0	0	0
161	6	1553-5	verb	jadlegi	2.1	.--	ᏣᏞᎩ	0	0	0	0
161	6	1553-6	verb	udle?isdi	2.2.3	-..-	ᎤᏞᎢᏍᏗ	0	0	0	0
161	7	1554-1	other	udli	2	.-	ᎤᏟ	away from	0	0	0
161	8	1555-1	verb	udli?ada	1.3.2	--.-	ᎤᏟᎠᏓ	he's wearing an earring	0	0	0
161	8	1555-2	verb	agwadli?ada	1.2.3.2	-.-.-	ᎠᏆᏟᎠᏓ	0	0	0	0
161	8	1555-3	verb	udli?adv?i	1.3.2.23	--.--	ᎤᏟᎠᏛᎢ	0	0	0	0
161	8	1555-4	verb	udli?ado?i	1.3.2.3	--.--	ᎤᏟᎠᏙᎢ	0	0	0	0
161	8	1555-5	verb	jadli?adesdi	2.3.2.3	.-.--	ᏣᏟᎠᏕᏍᏗ	0	0	0	0
162	1	1556-1	noun	udlonasdi	2.23.1	----	ᎤᏠᎾᏍᏗ	hypocrite	0	0	0
162	1	1556-2	noun	unadlonasdi	2.2.23.1	-.---	ᎤᎾᏠᎾᏍᏗ	0	0	0	0
162	2	1557-1	noun	udlosinvda	2.1.2.23	-----	ᎤᏠᏏᏅᏓ	dewberries	0	0	0
162	3	1558-1	noun	udlvdalvda	2.2.2.4	--.--	ᎤᏢᏓᎸᏓ	splinter	0	0	0
162	3	1558-2	noun	judlvdalvda	2.2.2.4	--.--	ᏧᏢᏓᎸᏓ	0	0	0	0
162	4	1559-1	verb	udlvga	1.3	---	ᎤᏢᎦ	he's sick	0	0	0
162	4	1559-2	verb	akdlvga	1.3	---	ᎠᎩᏢᎦ	0	0	0	0
162	4	1559-3	verb	udlvgv?i	1.3.23	----	ᎤᏢᎬᎢ	0	0	0	0
162	4	1559-4	verb	udlvgo?i	1.3.3	----	ᎤᏢᎪᎢ	0	0	0	0
